id,host_id,neighbourhood_group,neighbourhood,room_type,latitude,longitude,price,price_capped,price_log10,minimum_nights,minimum_nights_capped,number_of_reviews,number_of_reviews_ltm,reviews_per_month,calculated_host_listings_count,availability_365,last_review,license
593177931669440775,22000720,Isole,Lido,Entire home/apt,45.39025,12.35057,100.0,100.0,2.0,2,2,99,24,2.69,1,199,2025-09-07,IT027042C2IIPY3OLK
593190861493044692,73934712,Isole,San Polo,Entire home/apt,45.43836,12.3338,219.0,219.0,2.3404441148401185,2,2,119,34,2.87,15,338,2025-08-11,IT027042C29VV5Y4J2
593215048345644744,73934712,Isole,San Polo,Entire home/apt,45.43895,12.334501,186.0,186.0,2.2695129442179165,2,2,148,35,3.57,15,338,2025-07-30,IT027042C2L74ODKB3
593261355961688163,451039708,Isole,Murano,Entire home/apt,45.45371,12.35331,108.0,108.0,2.03342375548695,2,2,17,3,0.43,1,171,2025-06-24,IT027042C2JKSSWK93
593265291135251975,15112827,Isole,Castello,Entire home/apt,45.43439,12.34838,155.0,155.0,2.1903316981702914,3,3,20,5,0.48,14,258,2025-06-12,IT027042C2748ABPJ2
593275100961612546,215884437,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.494396,12.24691,273.0,273.0,2.436162647040756,1,1,9,1,0.34,4,278,2024-09-28,IT027042B4KK2VFUMW
593322894495448943,451762594,Isole,San Marco,Entire home/apt,45.43384,12.32976,126.0,126.0,2.100370545117563,2,2,308,68,7.52,4,342,2025-09-03,IT027042B4SA8ZF2DR
594089365917358406,451941306,Isole,San Polo,Private room,45.43801,12.33439,315.0,315.0,2.4983105537896004,2,2,43,0,1.04,6,227,2023-05-20,IT027042B4T7AIIGIX
594093439100105142,451941306,Isole,San Polo,Private room,45.43786,12.33223,275.0,275.0,2.439332693830263,2,2,40,0,0.96,6,216,2023-12-10,IT027042B4T7AIIGIX
594100451845180987,451941306,Isole,San Polo,Private room,45.43801,12.3342,141.0,141.0,2.1492191126553797,1,1,158,43,3.88,6,219,2025-09-05,IT027042B4T7AIIGIX
594870886187041148,451941306,Isole,San Polo,Private room,45.43856,12.33414,268.0,268.0,2.428134794028789,2,2,59,1,1.42,6,195,2025-02-17,IT027042B4T7AIIGIX
594885669054763065,451941306,Isole,San Polo,Private room,45.43844,12.33405,275.0,275.0,2.439332693830263,2,2,27,0,0.65,6,195,2023-04-02,IT027042B4T7AIIGIX
595559992710815240,240563683,Isole,Castello,Entire home/apt,45.43619,12.34285,130.0,130.0,2.113943352306837,6,6,55,17,1.35,4,283,2025-09-07,IT027042C22LYQSL6M
597720226160529428,410220920,Isole,Castello,Entire home/apt,45.43511,12.34878,9999.0,1343.9599999999991,3.9999565683801923,1,1,19,6,0.65,1,91,2025-09-04,IT027042C24THB9VSV
597729839212072443,145813573,Isole,San Polo,Entire home/apt,45.43936,12.32896,297.0,297.0,2.4727564493172123,2,2,7,0,0.17,4,302,2024-04-18,IT027042B4D932WHCZ
598198775835652226,452663429,Isole,San Polo,Entire home/apt,45.4377555847168,12.323344230651855,156.0,156.0,2.1931245983544616,2,2,57,26,1.42,1,73,2025-08-27,IT027042C2SJT5BG8I
598883297623733158,134077593,Isole,Burano,Entire home/apt,45.4837,12.41787,169.0,169.0,2.2278867046136734,2,2,64,17,1.55,7,252,2025-09-03,IT027042B4JGYM6KQL
598983216699963674,452983279,Isole,Castello,Entire home/apt,45.43328,12.35694,200.0,200.0,2.3010299956639813,4,4,2,0,0.06,1,361,2023-10-02,IT027042C27DJS6592
599295806208463981,93635254,Isole,San Marco,Entire home/apt,45.4351,12.33837,333.0,333.0,2.5224442335063197,2,2,23,1,0.59,1,350,2024-11-17,IT027042B4M8ECUVX9
599951124561300511,48081958,Isole,Castello,Entire home/apt,45.43393,12.36004,330.0,330.0,2.5185139398778875,2,2,6,1,0.16,8,173,2025-03-03,IT027042C28SD9LRQJ
599953954122664992,56592477,Terraferma,Piave 1860,Entire home/apt,45.48776,12.23817,93.0,93.0,1.968482948553935,2,2,163,27,3.91,3,329,2025-09-07,IT027042C2FPNMJMNO
599960874480251864,48081958,Isole,Sant'Elena,Entire home/apt,45.43213,12.35997,428.0,428.0,2.6314437690131722,2,2,5,1,0.13,8,173,2024-11-03,IT027042C28SD9LRQJ
600054882187947327,126941407,Isole,Santa Croce,Entire home/apt,45.4415,12.32755,428.0,428.0,2.6314437690131722,3,3,101,16,2.44,7,309,2025-08-07,IT027042B4UP2DF9QE
600539604683995627,453316185,Isole,Santa Croce,Entire home/apt,45.436195,12.322588,264.0,264.0,2.4216039268698313,2,2,97,37,2.39,1,89,2025-08-26,IT027042B4KPNZGHWP
600560914044751295,46904188,Isole,Castello,Entire home/apt,45.43695,12.33876,181.0,181.0,2.2576785748691846,3,3,1,0,0.02,18,313,2022-05-07,IT027042C2I8NF66WX
600596020530993891,6039677,Isole,Castello,Entire home/apt,45.43549,12.34584,180.0,180.0,2.255272505103306,1,1,15,3,0.37,66,342,2025-07-12,IT027042C22JRRK4PK
600849994967852297,77717973,Isole,Castello,Entire home/apt,45.43257,12.35361,473.0,473.0,2.6748611407378116,2,2,44,3,1.06,4,88,2025-05-10,IT027042C2CF4VI3U2
602030037747448001,21203253,Terraferma,Altobello,Entire home/apt,45.49054,12.24544,65.0,65.0,1.8129133566428555,2,2,68,22,1.65,3,244,2025-08-24,IT027042B4EKIGY6JO
602089579883111617,177648040,Isole,Cannaregio,Entire home/apt,45.44105529785156,12.339335441589355,142.0,142.0,2.1522883443830563,2,2,74,10,1.79,7,351,2025-05-13,IT027042C2P2CMNTHO
602524870806730887,73934712,Isole,Giudecca,Entire home/apt,45.42514,12.32665,180.0,180.0,2.255272505103306,2,2,75,18,1.88,15,363,2025-08-14,IT027042C27WBOTQ5Y
602600126594028892,52208767,Isole,Cannaregio,Entire home/apt,45.443,12.34016,96.0,96.0,1.9822712330395684,2,2,127,38,3.2,10,85,2025-08-08,IT027042C23ULZ5ZZ9
602672645101860779,451941306,Isole,San Polo,Private room,45.43788,12.33219,268.0,268.0,2.428134794028789,1,1,38,0,0.92,6,216,2023-06-03,IT027042B4T7AIIGIX
603283757469727457,45051029,Terraferma,Carpenedo,Entire home/apt,45.50507,12.25148,76.0,76.0,1.8808135922807914,2,2,146,43,3.52,2,195,2025-08-25,IT027042B4OSKSONBS
603616742418311605,175885291,Terraferma,Piave 1860,Entire home/apt,45.4895826,12.2249354,90.0,90.0,1.9542425094393248,1,1,343,98,8.28,1,206,2025-09-02,IT027042B4IEOW9XAE
603937629382350849,192140148,Isole,San Marco,Entire home/apt,45.43584870285271,12.337187953072352,130.0,130.0,2.113943352306837,2,2,44,44,3.65,2,195,2025-09-06,IT027042C2PVUBLI39
604011216474707977,96221395,Isole,Giudecca,Entire home/apt,45.4273,12.31968,122.0,122.0,2.0863598306747484,1,1,60,23,1.62,50,290,2025-09-04,IT027042B4LZVK8HRX
604220363629138819,454113756,Isole,San Marco,Entire home/apt,45.43434,12.33291,204.0,204.0,2.3096301674258988,2,2,138,27,3.5,1,313,2025-08-25,IT027042C2U3RIO75P
604260482822965434,454125287,Terraferma,Marghera,Private room,45.48151,12.23279,80.0,80.0,1.9030899869919435,1,1,281,73,6.78,4,331,2025-09-07,IT027042C2DG4A73TN
605330197818075300,5332195,Isole,Castello,Private room,45.43278,12.35372,88.0,88.0,1.9444826721501687,4,4,72,18,1.76,3,62,2025-08-21,IT027042B4EVZI32NW
605742570072896536,452238766,Isole,Murano,Entire home/apt,45.45638,12.35321,157.0,157.0,2.1958996524092336,1,1,16,4,0.4,4,363,2024-12-31,IT027042C2S7P5XOZD
606337751482983732,454544747,Isole,Cannaregio,Private room,45.444485,12.324217,280.0,280.0,2.4471580313422194,2,2,0,0,,1,365,,IT027042A13DN77BWY
606563692528576402,454597209,Isole,Lido,Entire home/apt,45.419449,12.375484,226.0,226.0,2.3541084391474008,3,3,10,2,0.26,1,104,2025-07-28,IT027042B48PDF6X2M
607261494591952945,454125287,Terraferma,Piave 1860,Private room,45.48187,12.2324,70.0,70.0,1.845098040014257,1,1,242,59,5.86,4,348,2025-09-07,IT027042C2DG4A73TN
607263364194835603,454125287,Terraferma,Marghera,Private room,45.48001,12.23086,50.0,50.0,1.6989700043360187,1,1,184,52,4.46,4,346,2025-09-08,IT027042C2DG4A73TN
607725528169620872,454816961,Isole,Cannaregio,Entire home/apt,45.44399,12.32734,158.0,158.0,2.1986570869544226,2,2,84,13,2.07,2,87,2025-07-22,IT027042C2RD5RQC28
609132892911562396,455141556,Isole,San Polo,Entire home/apt,45.43843,12.32507,203.0,203.0,2.307496037913213,2,2,245,60,6.0,1,326,2025-08-31,IT027042C27CWZJSQO
609220233938813032,268742426,Isole,Cannaregio,Entire home/apt,45.44479,12.33189,138.0,138.0,2.1398790864012365,2,2,80,26,1.98,12,326,2025-08-15,IT027042B4F6NPSV5X
609290898779100981,455176939,Isole,Cannaregio,Entire home/apt,45.4447256,12.3290602,176.0,176.0,2.24551266781415,2,2,132,19,3.38,1,182,2025-08-27,IT027042C2W47MYGMO
609769681910660098,445788473,Isole,San Marco,Entire home/apt,45.435909,12.33555,130.0,130.0,2.113943352306837,3,3,88,13,2.17,5,145,2025-08-08,IT027042C2VCA9MO98
610751592994697229,122989504,Isole,Dorsoduro,Entire home/apt,45.43091,12.32719,340.0,340.0,2.531478917042255,3,3,66,8,1.66,6,192,2025-08-05,IT027042C2PKGLXB2I
611520264685430763,251170471,Isole,Cannaregio,Entire home/apt,45.44827,12.32948,212.0,212.0,2.3263358609287517,1,1,34,0,0.83,4,338,2024-05-17,IT027042C2LIYT28CN
612306870764866953,455821418,Isole,Cannaregio,Entire home/apt,45.439777,12.338831,266.0,266.0,2.424881636631067,2,2,21,1,0.52,6,310,2024-11-04,IT027042B4ILTFPYMV
612765023302821568,410220753,Terraferma,Bissuola,Entire home/apt,45.50035858154297,12.255999565124512,9999.0,1343.9599999999991,3.9999565683801923,1,1,7,1,0.19,2,363,2024-10-11,IT027042C295WF8CQG
612765847014105156,410220451,Isole,San Polo,Entire home/apt,45.43938064575195,12.333410263061523,9999.0,1343.9599999999991,3.9999565683801923,1,1,8,0,0.27,1,325,2024-07-24,IT027042C23KGXGBBE
613422403576154661,456082689,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.494659,12.238721,141.0,141.0,2.1492191126553797,3,3,92,32,2.28,3,4,2025-09-05,IT027042C2RRO7NAAE
613570039519827543,5618111,Isole,Castello,Entire home/apt,45.43833,12.33786,173.0,173.0,2.2380461031287955,1,1,93,17,2.31,77,295,2025-09-06,IT027042B4BJ5N2VLQ
614884333216385562,73934712,Isole,San Polo,Entire home/apt,45.43815,12.3341,491.0,491.0,2.6910814921229687,3,3,10,2,0.26,15,324,2025-04-20,IT027042C29VV5Y4J2
614934732032197886,456433156,Isole,San Marco,Entire home/apt,45.434048,12.335983,416.0,416.0,2.6190933306267428,2,2,146,41,3.64,3,278,2025-09-08,IT027042B4KZWQNJRD
614934870507151055,456433156,Isole,San Marco,Entire home/apt,45.434048,12.335983,346.0,346.0,2.5390760987927767,2,2,73,26,1.84,3,309,2025-09-06,IT027042B4FY4PWMGP
616567468851584212,22623713,Isole,Castello,Entire home/apt,45.435493,12.344115,120.0,120.0,2.0791812460476247,31,31,5,0,0.12,7,75,2022-09-14,
616703040333924885,455821418,Isole,Cannaregio,Entire home/apt,45.439777,12.338831,369.0,369.0,2.56702636615906,2,2,140,53,3.54,6,276,2025-08-29,IT027042B49XDKVTCS
617037234723759028,456883527,Isole,Castello,Entire home/apt,45.4386501,12.3437327,286.0,286.0,2.456366033129043,2,2,215,55,5.33,2,129,2025-09-01,IT027042C2ZXICAZ3M
617288024711107485,131281622,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.49593,12.24987,150.0,150.0,2.1760912590556813,2,2,0,0,,1,161,,IT027042C2BQZWTBTP
617429644625718007,4735898,Isole,Castello,Entire home/apt,45.43453,12.35719,265.0,265.0,2.423245873936808,3,3,59,18,2.0,1,297,2025-09-05,IT027042C2Y7ZOBFCP
617439460572975089,331066764,Isole,Castello,Entire home/apt,45.4360237121582,12.34823989868164,190.0,190.0,2.278753600952829,2,2,37,8,1.33,2,131,2025-09-05,IT027042C2XC4P8VMV
618469079421725128,97583266,Terraferma,Campalto Gobbi,Entire home/apt,45.494545,12.290201,78.0,78.0,1.8920946026904804,2,2,63,1,1.57,10,302,2024-10-28,IT027042C2MR3WXXKI
619032230206864981,57363055,Isole,Sant'Elena,Private room,45.42642,12.36527,638.0,638.0,2.8048206787211623,31,31,0,0,,1,362,,
619353029545541848,5618111,Isole,Cannaregio,Entire home/apt,45.44177,12.33857,195.0,195.0,2.290034611362518,1,1,92,15,2.28,77,310,2025-07-04,IT027042C28I2SVELV
619429396803748138,457439977,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.490970611572266,12.24446964263916,90.0,90.0,1.9542425094393248,2,2,47,10,1.28,1,356,2025-06-03,IT027042C2T9U8DEPU
620048797966984853,14712734,Isole,Murano,Entire home/apt,45.45917,12.35912,173.0,173.0,2.2380461031287955,1,1,165,32,4.5,1,101,2025-08-13,IT027042C24IXI8URN
620166199542434581,457385698,Isole,Castello,Entire home/apt,45.4358,12.34889,119.0,119.0,2.075546961392531,4,4,96,21,2.4,1,292,2025-08-17,IT027042C2S6Y9A65G
620309936761654143,455821418,Isole,Cannaregio,Entire home/apt,45.43977737426758,12.338830947875977,369.0,369.0,2.56702636615906,2,2,26,5,0.64,6,267,2025-06-22,IT027042B4LYCPHPDF
620315804338476983,455821418,Isole,Cannaregio,Entire home/apt,45.43977737426758,12.338830947875977,266.0,266.0,2.424881636631067,2,2,134,35,3.31,6,298,2025-07-31,IT027042B4UAZMOAIG
620327730605212540,455821418,Isole,Cannaregio,Entire home/apt,45.43977737426758,12.338830947875977,266.0,266.0,2.424881636631067,2,2,21,4,0.53,6,311,2025-06-30,IT027042B47RYZF5UI
620332217975084264,455821418,Isole,Cannaregio,Entire home/apt,45.439777,12.338831,266.0,266.0,2.424881636631067,2,2,59,21,1.49,6,272,2025-07-27,IT027042B4LCZTES33
622044687001643327,4384822,Isole,Lido,Entire home/apt,45.417110443115234,12.37126636505127,1038.0,1038.0,3.016197353512439,2,2,15,3,0.42,1,321,2025-08-18,IT027042C2VWTZN8MB
622096418699106817,37356947,Isole,Castello,Entire home/apt,45.43457,12.344,188.0,188.0,2.27415784926368,1,1,17,0,0.44,15,339,2024-02-24,IT027042B4YWV9T4JW
622179922865015299,458015404,Isole,Castello,Entire home/apt,45.43447,12.34849,200.0,200.0,2.3010299956639813,2,2,48,15,1.28,1,323,2025-09-04,IT027042C2TYDX62R3
622283583684103091,447318807,Isole,Cannaregio,Private room,45.4466,12.33348,92.0,92.0,1.9637878273455553,1,1,6,1,0.15,4,344,2024-09-28,IT027042B4XTIHVLVO
623807345597711079,15718434,Terraferma,Piave 1860,Private room,45.49013,12.2322,55.0,55.0,1.7403626894942439,3,3,51,10,1.26,7,177,2025-06-20,IT027042B4NYL9BXF3
623864415811595466,119139770,Isole,Santa Croce,Entire home/apt,45.43918,12.33055,112.0,112.0,2.0492180226701815,2,2,9,7,0.25,1,324,2025-07-07,IT027042B4AH5WWOT5
624537348830995631,17444532,Terraferma,Marghera,Entire home/apt,45.47865,12.22071,119.0,119.0,2.075546961392531,2,2,405,112,9.98,1,324,2025-09-10,IT027042C2F227E5UW
624675773517222415,63510332,Isole,Santa Croce,Entire home/apt,45.44203,12.32708,1000.0,1000.0,3.0,1,1,7,4,0.19,3,295,2025-07-24,IT027042B45KU3O8H2
625216334581438064,126941407,Isole,Castello,Entire home/apt,45.43457,12.34113,88.0,88.0,1.9444826721501687,2,2,71,13,1.78,7,66,2025-08-15,IT027042B4OSE73UYH
625981899233545549,135813356,Isole,Murano,Entire home/apt,45.45688,12.35023,93.0,93.0,1.968482948553935,2,2,154,47,3.85,4,324,2025-09-01,IT027042B4KAJYXF06
628062985502978559,97583266,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.492741,12.234785,95.0,95.0,1.9777236052888478,2,2,130,19,3.28,10,306,2025-06-01,IT027042C2IP67ZSF5
628274913522437496,47967886,Isole,San Polo,Entire home/apt,45.43804,12.33489,246.0,246.0,2.3909351071033793,2,2,17,5,0.43,2,349,2025-07-20,IT027042C2X8ELCSTJ
628687042942193925,10189388,Isole,Cannaregio,Entire home/apt,45.4437906,12.3304789,225.0,225.0,2.3521825181113627,1,1,53,30,2.48,19,298,2025-08-26,iT027042B4NEO3QLP8
630450386688784710,459928671,Terraferma,Piave 1860,Entire home/apt,45.49037,12.23067,145.0,145.0,2.161368002234975,1,1,25,2,0.62,1,365,2024-09-22,IT027042B44MIV84MH
631735479790897703,445659395,Isole,Cannaregio,Entire home/apt,45.4423361713035,12.333747288360613,175.0,175.0,2.2430380486862944,31,31,8,4,0.32,3,256,2025-08-25,Exempt
632536149081538294,6019189,Isole,Lido,Entire home/apt,45.40328,12.36376,191.0,191.0,2.2810333672477277,3,3,22,7,0.55,17,332,2025-09-02,IT027042B4PMJ5BMME
632560918653550782,460306335,Isole,Lido,Entire home/apt,45.41188,12.37118,262.0,262.0,2.4183012913197452,5,5,9,3,0.25,1,258,2025-08-15,IT027042C2JDAB7JKD
632583363073735214,182736315,Isole,Castello,Entire home/apt,45.434975,12.344801,110.0,110.0,2.041392685158225,2,2,77,17,1.98,1,231,2025-08-19,IT027042C23MDAMFHJ
632947973829892933,131004434,Isole,Santa Croce,Entire home/apt,45.43982,12.33049,111.0,111.0,2.0453229787866576,3,3,100,24,2.51,2,257,2025-07-22,IT027042C2TA94ZTMO
633113328146471183,449508936,Isole,San Polo,Entire home/apt,45.43656,12.32848,225.0,225.0,2.3521825181113627,2,2,84,11,2.11,4,211,2025-04-11,IT027042C2C9KF3ZOY
633345089075450829,9529864,Isole,San Marco,Entire home/apt,45.432554,12.333253,442.0,442.0,2.645422269349092,3,3,173,42,4.38,1,283,2025-09-01,IT027042C26R3MRHWO
633680495898473243,460655558,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.4953706,12.2505082,160.0,160.0,2.204119982655925,1,1,89,24,2.37,1,301,2025-07-30,IT027042C2QF4EKIH8
633740196350112414,2634978,Isole,Cannaregio,Entire home/apt,45.443,12.32655,670.0,670.0,2.8260748027008264,1,1,40,19,1.0,142,318,2025-08-08,IT027042B44IDYXAUX
633779278016459109,431466686,Isole,Burano,Entire home/apt,45.48556,12.42118,156.0,156.0,2.1931245983544616,1,1,50,21,1.36,1,296,2025-08-15,IT027042C27B5LW9HW
633788258308589731,2634978,Isole,Santa Croce,Entire home/apt,45.44121,12.32642,222.0,222.0,2.346352974450639,1,1,28,18,0.7,142,338,2025-07-25,IT027042B493O8GW92
634430345153961402,144445240,Isole,San Marco,Entire home/apt,45.43391,12.33454,108.0,108.0,2.03342375548695,2,2,70,17,1.76,3,223,2025-08-16,IT027042C278OUGY3F
634526850333755820,2634978,Isole,Santa Croce,Entire home/apt,45.44129,12.32455,1025.0,1025.0,3.010723865391773,1,1,11,1,0.28,142,310,2024-09-20,IT027042B44IDYXAUX
635191080968054982,461012381,Isole,San Marco,Entire home/apt,45.434612,12.332525,270.0,270.0,2.4313637641589874,2,2,417,125,10.75,1,300,2025-09-09,IT027042C2VTZ8JD8N
635203979110080644,98667453,Isole,Dorsoduro,Private room,45.43004,12.32793,900.0,900.0,2.9542425094393248,2,2,39,7,1.01,7,8,2025-08-10,IT027042A17VIIY974
636033802000423868,54473082,Isole,Dorsoduro,Entire home/apt,45.430779,12.321306,263.0,263.0,2.419955748489758,2,2,93,17,2.34,3,140,2025-07-22,IT027042B4B9ZNNYUW
636890804073849935,46904188,Isole,Castello,Entire home/apt,45.438084,12.338868,176.0,176.0,2.24551266781415,3,3,1,0,0.06,18,300,2024-05-12,IT027042B4AXX9TFSD
637512253145750991,18126800,Isole,Dorsoduro,Private room,45.43162,12.31891,98.0,98.0,1.9912260756924949,2,2,104,36,2.62,3,26,2025-08-11,IT027042C2V2PXIXGM
639669290945609156,335368803,Isole,Dorsoduro,Entire home/apt,45.43028,12.3346,1782.0,1343.9599999999991,3.250907699700856,31,31,0,0,,15,178,,IT027042C2O4U4W9QX
640573567280884465,18126800,Isole,Dorsoduro,Private room,45.43365,12.31801,76.0,76.0,1.8808135922807914,3,3,123,48,3.12,3,10,2025-08-04,IT027042C2V2PXIXGM
641160365231709719,462373094,Isole,Cannaregio,Entire home/apt,45.44564,12.32035,167.0,167.0,2.2227164711475833,3,3,201,44,5.18,1,68,2025-09-06,IT027042C2A5796MH4
641749541489356941,31637467,Isole,Castello,Entire home/apt,45.43699,12.34628,117.0,117.0,2.0681858617461617,3,3,94,26,2.39,1,290,2025-09-06,IT027042C274RBTV6W
641986199446520261,456082689,Terraferma,Piave 1860,Entire home/apt,45.4833,12.23842,90.0,90.0,1.9542425094393248,3,3,146,37,3.99,3,233,2025-09-07,IT027042C2YMEYVRSB
643293296313967250,4654704,Isole,San Polo,Entire home/apt,45.43718,12.32646,149.0,149.0,2.173186268412274,31,31,30,13,0.76,20,32,2025-06-19,IT027042C26GL868SB
644206080786098696,463092771,Isole,San Marco,Entire home/apt,45.4338372853235,12.336212069191928,223.0,223.0,2.3483048630481607,5,5,64,17,1.73,1,22,2025-06-26,IT027042C2JM7NYQ79
645423149621301474,31578183,Isole,Castello,Entire home/apt,45.43461702937736,12.347138140475453,180.0,180.0,2.255272505103306,1,1,16,1,0.43,7,327,2025-05-10,IT027042C2SRVNMJBC
646810766204284452,3049782,Isole,Cannaregio,Entire home/apt,45.44098613870776,12.334817495022412,193.0,193.0,2.285557309007774,2,2,17,16,1.38,1,87,2025-07-30,IT027042C2DPIXKYEN
646889079336474809,457576580,Isole,Cannaregio,Private room,45.44486,12.3216,128.0,128.0,2.1072099696478683,1,1,34,29,1.91,5,129,2025-09-09,IT027042B44FZBQZKW
647466608067971127,463805609,Isole,Sacca Fisola,Entire home/apt,45.42888260000001,12.314828,104.0,104.0,2.0170333392987803,2,2,117,13,2.97,1,344,2025-09-10,IT027042C29DJSIJ2Z
647535233311874621,407254923,Isole,San Polo,Entire home/apt,45.43802385860749,12.323606271669425,1000.0,1000.0,3.0,2,2,7,1,0.25,3,362,2024-09-20,IT027042B4I3C7ATPS
648139068064879624,16807389,Isole,Castello,Entire home/apt,45.43741,12.34067,216.0,216.0,2.3344537511509307,2,2,96,20,2.5,1,219,2025-09-01,IT027042B4YKGRUY20
648342882380228260,2634978,Isole,Santa Croce,Entire home/apt,45.43897,12.33077,173.0,173.0,2.2380461031287955,1,1,41,12,1.09,142,337,2025-05-21,IT027042B4DEDUEDOA
648583125237420776,30283716,Isole,San Marco,Entire home/apt,45.43571056549848,12.340098693966866,220.0,220.0,2.342422680822206,1,1,343,97,8.73,12,33,2025-08-21,IT027042B46QT9QMMK
648931789201426319,3972291,Isole,Cannaregio,Entire home/apt,45.44605,12.33012,323.0,323.0,2.509202522331103,3,3,3,0,0.08,50,297,2023-09-25,IT027042B49CIG5RBY
649136255452939917,96221395,Isole,Giudecca,Entire home/apt,45.42743,12.31945,141.0,141.0,2.1492191126553797,1,1,27,10,0.71,50,277,2025-08-22,IT027042B4LZVK8HRX
649166953541199640,3972291,Isole,Cannaregio,Entire home/apt,45.44585,12.33205,249.0,249.0,2.3961993470957363,3,3,43,16,1.17,50,259,2025-08-24,IT027042B4UUHMD8QZ
649283340540638872,5862083,Isole,Dorsoduro,Entire home/apt,45.43230932770506,12.32567329035188,170.0,170.0,2.230448921378274,1,1,68,19,1.75,31,209,2025-07-09,IT027042C2TLLWF96V
649722510436714944,212763422,Isole,Cannaregio,Entire home/apt,45.44213,12.33892,150.0,150.0,2.1760912590556813,3,3,111,25,2.83,5,36,2025-06-18,IT027042B43UTFTM55
649828870061489283,198406372,Terraferma,Piave 1860,Entire home/apt,45.4879892,12.243728,117.0,117.0,2.0681858617461617,3,3,154,49,3.96,2,118,2025-08-28,IT027042B4GFP3FWWS
649843954952722069,96221395,Isole,Giudecca,Entire home/apt,45.4271,12.31859,136.0,136.0,2.1335389083702174,1,1,55,10,1.44,50,262,2025-08-16,IT027042B4RLH8UZ8T
649857049710002418,96221395,Isole,Giudecca,Entire home/apt,45.42741,12.31844,162.0,162.0,2.2095150145426308,1,1,41,8,1.09,50,296,2025-06-25,IT027042B4RLH8UZ8T
649869317129259030,96221395,Isole,Giudecca,Entire home/apt,45.42748,12.31856,104.0,104.0,2.0170333392987803,1,1,32,8,1.08,50,292,2025-08-12,IT027042B4RLH8UZ8T
650402610174019184,68564211,Isole,Castello,Entire home/apt,45.4310859,12.3582917,178.0,178.0,2.250420002308894,2,2,69,39,1.77,27,217,2025-08-21,IT027042C2J3JE89UB
650439650238013102,96221395,Isole,Giudecca,Entire home/apt,45.42798,12.31993,101.0,101.0,2.0043213737826426,1,1,37,10,0.99,50,274,2025-08-24,IT027042B4LZVK8HRX
650508895990272019,96221395,Isole,Giudecca,Entire home/apt,45.42806,12.31994,112.0,112.0,2.0492180226701815,1,1,30,13,0.79,50,278,2025-09-05,IT027042B4LZVK8HRX
650564811078044215,96221395,Isole,Giudecca,Entire home/apt,45.42729,12.31947,89.0,89.0,1.9493900066449128,1,1,93,36,2.47,50,269,2025-08-23,IT027042B4RLH8UZ8T
650576889259266498,96221395,Isole,Giudecca,Entire home/apt,45.42711,12.31863,83.0,83.0,1.919078092376074,1,1,86,32,2.43,50,320,2025-08-28,IT027042B4RLH8UZ8T
650614585857659496,96221395,Isole,Giudecca,Entire home/apt,45.42715,12.31856,90.0,90.0,1.9542425094393248,1,1,54,23,1.45,50,292,2025-08-31,IT027042B4RLH8UZ8T
